Question,Answer,label,Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId
Are you able to check my email?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to cook dinner?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to dance?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to do my chores?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to do my homework?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to draw a picture?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to draw something?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to feed the cat?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to get a haircut?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to go for a walk?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to go on vacation?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to go to the doctor?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to go to the moon?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to jump rope?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to listen to the radio?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to make a call?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to mow the lawn?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to paint my house?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to play a dvd?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to play a game?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to put out a fire?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to read my mind?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to scratch my back?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to send a package?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to serve on a jury?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to sync my calendar?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to take my temperature?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to teleport?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to turn into a super hero?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to watch videos?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Are you able to write my report?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Balance my checkbook,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Breathe under water,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Brush your teeth,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Buy an ad,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Buy groceries,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you bake me cookies?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you breathe under water?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you buy groceries?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you change the channel?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you check my email?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you climb a mountain?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you cook dinner for me,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you cook dinner?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you cook me something?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you count to a million?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you dance?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you do fight,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you do my chores?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you do my homework?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you draw a picture?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you draw something?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you feed the cat?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you fight,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you fight with,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you find the remote?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you fly,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you fly?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you get a haircut?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you go for a walk?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you go on vacation?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you go to the doctor?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you go to the moon?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you jump rope?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you jump?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you learn from people chatting with you,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you learn?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you listen to the radio?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you make a call?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you make a cup of coffee?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you make a pot of tea?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you make a sculpture?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you make me a sandwich?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you mow the lawn?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you paint my house?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you paint?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you plant a tree?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you plant a vegetable garden?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you play a dvd?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you play a game?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you play baseball?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you play football?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you play soccer?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you play sports?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you play the guitar?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you predict the future?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you put out a fire?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you read my mind?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you scratch my back?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you send a package?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you serve on a jury?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to breathe under water?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to buy groceries?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to change the channel?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to check my email?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to cook dinner?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to dance?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to do my chores?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to do my homework?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to draw a picture?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to draw something?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to feed the cat?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to get a haircut?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to go for a walk?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to go on vacation?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to go to the doctor?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to go to the moon?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to jump rope?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to listen to the radio?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to make a call?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to mow the lawn?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to paint my house?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to play a dvd?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to play a game?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to put out a fire?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to read my mind?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to scratch my back?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to send a package?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to serve on a jury?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to sync my calendar?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to take my temperature?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to teleport?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to turn into a super hero?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to watch videos?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you show me how to write my report?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you sync my calendar?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you take my temperature?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you teleport?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you tie your shoes?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you turn into a super hero?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you watch videos?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you water my plants?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Can you write my report?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Change the channel,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Check my email,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Check my stocks,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Check the weather,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Clean my room,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Cook dinner,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Cook me something,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Dance,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Did you watch the superbowl,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do a back flip,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do a barrel roll,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do a somersault,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
do drugs,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do my chores,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do my homework,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do my laundry?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you code?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you cook?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you garden?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you go skiing?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you gossip?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you have superpowers?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to breathe under water?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to buy groceries?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to change the channel?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to check my email?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to cook,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to cook dinner?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to dance?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to do my chores?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to do my homework?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to draw a picture?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to draw something?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to feed the cat?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to get a haircut?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to go for a walk?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to go on vacation?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to go to the doctor?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to go to the moon?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to jump rope?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to listen to the radio?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to make a call?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to mow the lawn?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to paint my house?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to play a dvd?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to play a game?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to play any intruments?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to play poker?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to put out a fire?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to read my mind?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to scratch my back?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to send a package?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to serve on a jury?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to sync my calendar?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to take my temperature?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to teleport?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to turn into a super hero?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to watch videos?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know how to write my report?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you know to swim,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you play games?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you ride horses?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you spend time in your garden?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you want a beer,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you want an ipa,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Do you write,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Draw a picture,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Draw something,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Feed the cat,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Find my keys,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Find my phone,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Find the remote,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Fly a kite,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Fly then,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Get a haircut,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Go for a walk,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Go on vacation,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Go outside,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Go surfing,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Go to the doctor,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Go to the moon,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
Heal me,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
How high can you count?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
How high can you jump?,That's not one of my talents.,can-you-do-x,qna_chitchat_friendly.tsv,editorial:chitchat,[],FALSE,[],22
